study_id	lineage	parent	type	general_hypothesis	detailed_hypothesis	experiment_note	exp_ids	best_comp	n_hpo	confirmed	conclusion	scientific_conclusion	best_commit	best_exp_id	provenance
S11	register-tokens	S09	new	A small learned prior codebook the coarse rays can attend to might store common room-layout priors and aid generalisation to unseen scenes.	Append K=8 learnable register/summary KV tokens to the coarse cross-attention so rays can read a learned scratchpad, distinct from audio-derived global modulation.	Append 8 learnable KV tokens to cr16 audio KV.	E126	2.093	0	no	FAIL. Neutral (within-noise champion-range draw). Consistent with global-audio modulation (E44/E63) being mapped: the cross-attention already supplies sufficient conditioning.	fef2779	-	reconstructed
S12	inference-time-tta	S09	new	The one exact physical symmetry of binaural-audio-in-a-room is the left/right mirror; the model is trained to respect it (flip-aug), so ensembling the two symmetric views at inference should cut prediction variance and improve all metrics at once (not a frontier slide).	At eval, average the prediction with the mirrored-input prediction (swap audio L/R, flip depth-width back). Deterministic honest ensembling over the L/R symmetry; prepare.py/compute_errors untouched.	Add L/R-flip TTA to evaluate(): D = 0.5*(model(x) + flip(model(swap_lr(x)))).	E127,E128,E129	2.072	0	yes(E128,E129)	PASS -> GLOBAL CHAMPION. 3 draws {2.0720,2.0782,2.0872} mean 2.079+-0.008, ~2.6 sigma below old champion 2.099; RMSE 1.464 & d1 0.583 best-ever, ABS_REL improved too. Deterministic (not a noise gamble). Azimuth-rotation TTA is INVALID (audio cues tied to fixed mic orientation) so 2-way flip is the TTA ceiling.	494b5e2	E127	live
S13	decode-paradigm	S12	new	If per-ray depth were multi-modal, a distributional (bin-classification) decode could beat direct regression.	Replace the sigmoid depth head with an AdaBins-style soft-argmax over 64 fixed depth bins (softmax -> expectation).	Head outputs 64 bin logits; depth = softmax . bin_centers.	E130	2.121	0	no	FAIL. +0.042 worse; d1 regressed hard (0.568 vs 0.582). The audio->depth field is smooth (S05/E66), so soft-argmax expectation-smoothing blurs it; bins also train slower within the budget. The decode-paradigm is not the bottleneck.	494b5e2	-	live
S14	equivariance-training	S12	new	If TTA helps because the base model is only approximately L/R-equivariant, then explicitly training for equivariance could improve the base predictions (better held-out-scene generalisation) and tighten the TTA ensemble.	A stop-gradient teacher forward on the L/R-flipped input; penalise disagreement between the model's prediction and its own mirrored prediction (self-distillation for equivariance).	Add loss += 0.1*|D - flip(model(swap_lr(x)).detach())|; extra no_grad forward per step (E131 full-batch, E132 quarter-batch).	E131,E132	2.0925	1	no	FAIL. Structural screen E131 (full-batch teacher) BUST the budget at 552s/ep (~7 epochs); refined E132 (quarter-batch teacher, 421s/ep, 8 epochs) scored comp 2.0925 vs TTA champion 2.079 -> +0.013 WORSE. ABS_REL improved (0.338) but RMSE/d1 regressed -> frontier slide. FAILURE MODE: training-time L/R-equivariance is REDUNDANT with the free eval-time TTA (S12) that already captures the symmetry at zero training cost, while the extra teacher forward gives up ~1 anneal epoch. Lesson: do not spend training compute to reproduce a symmetry that TTA already ensembles for free.	494b5e2	E132	live
S15	inference-time-tta	S12	confirm	After a run of FAILed exploratory studies (S10 geometry-cross-attn, S13 bins, S14 equivariance) the architecture frontier looks saturated, so the TTA champion mean deserves a 4th confirming draw before being treated as the settled final method.	Repeat the exact TTA champion config; a consistent draw in the 2.07-2.09 band strengthens the ~2.08 mean.	Re-run champion 494b5e2 unchanged (E133).	E133	2.0935	0	yes	PASS (confirm). E133=2.0935; TTA 4-draw mean 2.0827+-0.008, ~2 sigma below old baseline 2.099. Champion is the settled final method under the fixed budget+representation. Architecture axes are mapped; the next genuinely-new gain likely requires the acoustic-representation axis (PROPOSAL-01), gated behind a prepare.py refactor.	494b5e2	E133	live
S16	inference-time-tta	S12	new	Eval-time L/R-flip TTA averages the two symmetric views uniformly (50/50), but a model error is spatially structured, so the two mirrored views may not be equally reliable per-pixel; a per-pixel reliability weighting could beat uniform averaging.	A lightweight per-pixel confidence head trained on the DETACHED depth predicts local log-error; at eval, blend the two flip views weighted by predicted precision exp(-conf) instead of 50/50.	E134: shared head trunk + 1-ch confidence head; aux loss regressing conf to |D.detach()-gt|; precision-weighted TTA blend in evaluate().	E134	2.0966	0	no	FAIL. E134=2.0966 vs champion 4-draw mean 2.083 -> +0.014 worse (d1 regressed 0.5767 vs 0.582). FAILURE MODE: uniform 50/50 is near-optimal for two SYMMETRIC equally-good views (minimises expected MSE); learned per-pixel confidence is noisy on held-out scenes so non-uniform weighting ADDS variance instead of reducing it, plus adds a head+loss. Confirms the TTA blend is already optimal; no free lunch in the weighting.	494b5e2	E134	live
S18	acoustic-representation-v2	S12+PROPOSAL-01	new	Depth from echoes is audio->depth information-limited (S08); the fixed single full-window STFT mixes the direct/early-reflection structure (nearby distances) with the reverberant tail (room volume), so an explicit early-vs-late temporal decomposition may expose depth cues the mixed representation obscures.	Split the fixed echo waveform in time into early + late windows, compute the baseline 5ch spatial feature on each, feed both as 10ch.	E136: prepare.FEATURE_FN=early_late_feat (5ch on each half-window) -> 10ch; block-aware swap keeps flip-aug+TTA valid.	E136	2.1247	0	no	FAIL. E136=2.1247 vs champion 2.082 -> +0.043 worse (below old baseline 2.099). FAILURE MODE: splitting the WAVEFORM truncates each block STFT (fewer time frames, less info/block) and the baseline single full-window STFT already spreads echo-timing across width W, so the temporal decomposition is redundant AND lossy. The temporal axis is not the representation bottleneck; the time-frequency RESOLUTION tradeoff (S19 multi-res STFT) is the better lever. NOTE: PROPOSAL-01 seam works cleanly (first real representation study executed).	494b5e2	E136	live
S19	acoustic-representation-v2	S18	new	The single-resolution STFT forces one time-vs-frequency tradeoff, but echo DELAYS (which directly encode distance) want fine TIME resolution while room modes/materials want fine FREQUENCY; a multi-resolution representation could give sharper echo-delay localisation than the fixed baseline can resolve.	Concatenate baseline 5ch (n_fft512, fine freq) with short-window 5ch (n_fft128, ~4x finer time) -> 10ch input.	E137: prepare.FEATURE_FN=multires_feat (ds._specN 512 + _feat5_at wav,128,40,128); in_ch=10; block-aware swap keeps flip-aug+TTA valid.	E137,E138,E139	2.0595	0	yes(E138,E139)	PASS -> NEW GLOBAL CHAMPION. 3-draw mean 2.0639 +-0.004 (tight), ALL below old TTA champion best draw 2.072; Delta -0.018 (~2.3sigma) vs old mean 2.082. Improves ABS_REL (0.327 vs 0.338) + honest d1 (0.588 vs 0.582) with RMSE ~tied (1.475 vs 1.465). Fine-TIME-resolution echo-delay features add REAL depth signal (distance ~ echo arrival time). FIRST gain beyond the architecture ceiling, via the PROPOSAL-01 representation axis. Confirmed E138/E139 (all 3 draws out of old-champion distribution -> not an E121-style edge draw).	828b9a3	E137	live
S20	acoustic-representation-v2	S19	tune	The multi-res STFT win comes from the fine-time-resolution block that sharpens echo-delay/distance cues; the fine-block n_fft is the crux hyperparameter mapping the time-vs-frequency tradeoff.	Sweep the fine-block n_fft {64,128,256} vs the champion 128 to find the resolution that best localises echo delays.	E140 fine n_fft=64; E141 fine n_fft=256; champion=128.	E140,E141	2.0652	3	no	PASS(tune, no champion change). Fine-block sweep: 64=2.0652 (tied), 128=2.064 (best=champion), 256=2.0815 (+0.018 WORSE). n_fft=128 is the tuned optimum; the effect is fine-TIME resolution (64 finest ties, 256 coarser-time hurts by losing echo timing). Confirms the S19 mechanism (distance ~ echo arrival time). Champion unchanged (828b9a3).	828b9a3	E137	live
S21	acoustic-representation-v2	S19	new	The multi-res champion spans two time-frequency scales (512 fine-freq + 128 fine-time); room modes / wall materials leave fine SPECTRAL structure a longer window resolves better, so a third longest-window scale may add room/material cues.	Add a 3rd 5ch block at n_fft=1024 (finest frequency) on top of 512+128 -> 15ch.	E142: multires3_feat (512 + 128 + 1024) -> 15ch, in_ch=15.	E142	2.0615	0	no	FAIL(redundant). E142=2.0615 is WITHIN the champion draw range (2.0595-2.0691) = tied, and 15ch is slower (only 8 epochs, under-anneals). The 3rd finer-FREQUENCY scale adds nothing -> confirms S20 that frequency is not the lever (time-resolution / echo-timing is). Simpler+faster 2-scale champion kept (828b9a3). Representation gains need a qualitatively-NEW cue, not more resolution.	828b9a3	E137	live
S22	acoustic-representation-v2	S19	new	More time-frequency RESOLUTION is exhausted (S20/S21); the remaining representation headroom is a qualitatively NEW cue. Interaural coherence separates direct/early sound (correlated wavefront) from diffuse late reverb (decorrelated) - a direct-vs-diffuse ratio encoding distance/room size differently from the instantaneous ILD/IPD magnitude+phase.	Add interaural magnitude-squared coherence per TF bin (smoothed ~3 frames over STFT time) as an L/R-symmetric channel appended to the 10ch multi-res champion.	E143: multires_coh_feat (10ch + coherence at n_fft=512 -> 11ch); generalized swap_lr_multi to pass trailing symmetric channels through the mirror unchanged.	E143,E144,E145	2.0320	0	yes(E144,E145)	PASS -> NEW GLOBAL CHAMPION. 3-draw mean 2.0417 (all below multi-res-10ch best draw 2.0595; Delta -0.022 vs its mean 2.064). Improves the HONEST metrics (RMSE ~1.456 < 1.4645, d1 ~0.592 > 0.588), ABS_REL held -> not gaming. Coherence (direct-vs-diffuse) is a genuinely new cue adding real depth signal beyond ILD/IPD. 2nd representation-axis win. Commit 93ef41b, in_ch=11.	93ef41b	E143	live
S23	acoustic-representation-v2	S22	refine	Coherence at the coarse 512 scale helped (S22); coherence is scale-dependent (the direct-vs-diffuse balance differs with analysis window), so adding coherence at the FINE 128 scale too may capture complementary direct/diffuse structure.	Append a 2nd coherence channel computed at n_fft=128 alongside the 512 coherence -> 12ch (10 multi-res + 2 coherence).	E146: multires_coh_feat appends _coherence_at(wav,128,...) as a 2nd trailing symmetric channel; in_ch=12.	E146,E147,E148	2.0285	0	yes(E147,E148)	PASS -> NEW GLOBAL CHAMPION. 12ch 3-draw mean 2.0300 +-0.0018 (very tight), ALL below 11ch champion best draw 2.0320; Delta -0.012 (clears noise). Best-ever RMSE 1.452 + d1 0.597. Fine-scale (128) coherence adds complementary direct-vs-diffuse structure -> the two-scale coherence mirrors the two-scale multi-res design. Commit 36c6538, in_ch=12.	36c6538	E146	live
S24	acoustic-representation-v2	S23	tune	The coherence estimate uses a short temporal moving average; the smoothing window trades estimate stability vs time-localisation, so it may sharpen the coherence cue.	Sweep coherence smoothing taps (5 vs current 3) on both coherence channels.	E149 smooth=5; E150 confirm.	E149,E150	2.0201	2	no	NEUTRAL (no change). smooth=5 2-draw {2.0201,2.0389} mean 2.0295 =~ champion smooth=3 2.030; draws straddle the champion (E149 lucky-low, E150 high). Smoothing taps are not a lever. Keep smooth=3 champion 36c6538. Within-cue tuning (3rd res scale S21, smooth S24) now saturating -> a NEW cue is needed for further gains.	36c6538	E146	live
